mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.98000002,"1 km SSW of P?hala, Hawaii",1634539387640,1634539586930,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72760752,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72760752&format=geojson,,,,,automatic,0,60,hv,72760752,",hv72760752,",",hv,",",origin,phase-data,",39.0,,0.119999997,81.0,md,earthquake,"M 2.0 - 1 km SSW of P?hala, Hawaii"
0.71,"16km NE of Little Lake, CA",1634539089570,1634579955830,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836423,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836423&format=geojson,,,,,reviewed,0,8,ci,39836423,",ci39836423,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.008138,0.09,81.0,ml,earthquake,"M 0.7 - 16km NE of Little Lake, CA"
2.6,"61 km NNW of Yakutat, Alaska",1634538820665,1635142836040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021ddd5r4k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021ddd5r4k&format=geojson,,,,,automatic,0,104,ak,021ddd5r4k,",us6000fvk3,ak021ddd5r4k,",",us,ak,",",origin,phase-data,",,,0.74,,ml,earthquake,"M 2.6 - 61 km NNW of Yakutat, Alaska"
2.33,"24 km WNW of Stanley, Idaho",1634538697290,1634566360220,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80527209,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80527209&format=geojson,,,,,reviewed,0,84,mb,80527209,",mb80527209,",",mb,",",origin,phase-data,",10.0,0.95,0.23,84.0,ml,earthquake,"M 2.3 - 24 km WNW of Stanley, Idaho"
1.48,"4 km SSW of P?hala, Hawaii",1634538375630,1634610936490,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72760732,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72760732&format=geojson,,,,,reviewed,0,34,hv,72760732,",hv72760732,",",hv,",",origin,phase-data,",25.0,,0.1,166.0,md,earthquake,"M 1.5 - 4 km SSW of P?hala, Hawaii"
4.8,south of the Fiji Islands,1634538256346,1634539411040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000fvk1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000fvk1&format=geojson,,,,,reviewed,0,354,us,6000fvk1,",us6000fvk1,",",us,",",origin,phase-data,",,4.115,0.71,49.0,mb,earthquake,M 4.8 - south of the Fiji Islands
0.07,"8 km NNE of Government Camp, Oregon",1634538204420,1634598651140,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781957,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781957&format=geojson,,,,,reviewed,0,0,uw,61781957,",uw61781957,",",uw,",",origin,phase-data,",7.0,0.01302,0.06,112.0,ml,earthquake,"M 0.1 - 8 km NNE of Government Camp, Oregon"
0.7,"36 km SE of Mina, Nevada",1634537556586,1634581516864,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00826042,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00826042&format=geojson,,,,,reviewed,0,8,nn,00826042,",nn00826042,",",nn,",",origin,phase-data,",16.0,0.052,0.0991,121.67,ml,earthquake,"M 0.7 - 36 km SE of Mina, Nevada"
0.86,"2km N of The Geysers, CA",1634536854090,1634539152942,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73640995,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73640995&format=geojson,,,,,automatic,0,11,nc,73640995,",nc73640995,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.006325,0.02,96.0,md,earthquake,"M 0.9 - 2km N of The Geysers, CA"
1.53,"7km ENE of Walker, CA",1634536720740,1634722051540,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73640990,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73640990&format=geojson,,,,,reviewed,0,36,nc,73640990,",nc73640990,nn00826039,",",nc,nn,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.04317,0.08,156.0,md,earthquake,"M 1.5 - 7km ENE of Walker, CA"
1.7,"60 km SSE of Cantwell, Alaska",1634536718851,1634536986884,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021ddcpo97,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021ddcpo97&format=geojson,,,,,automatic,0,44,ak,021ddcpo97,",ak021ddcpo97,",",ak,",",origin,",,,1.08,,ml,earthquake,"M 1.7 - 60 km SSE of Cantwell, Alaska"
0.96,"4km NNW of Fontana, CA",1634536626370,1634588170475,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836407,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836407&format=geojson,,,,,reviewed,0,14,ci,39836407,",ci39836407,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.05431,0.15,64.0,ml,earthquake,"M 1.0 - 4km NNW of Fontana, CA"
1.46,"6km SSW of Niland, CA",1634536564910,1634586785106,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836399,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836399&format=geojson,,,,,reviewed,0,33,ci,39836399,",ci39836399,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.06555,0.15,86.0,ml,earthquake,"M 1.5 - 6km SSW of Niland, CA"
0.73,"5 km WSW of Darrington, Washington",1634536325750,1634669593580,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781952,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781952&format=geojson,,,,,reviewed,0,8,uw,61781952,",uw61781952,",",uw,",",origin,phase-data,",7.0,0.1777,0.23,84.0,ml,earthquake,"M 0.7 - 5 km WSW of Darrington, Washington"
4.8,"26 km NNE of Hualien City, Taiwan",1634536158230,1634541208541,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000fvjy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000fvjy&format=geojson,3.0,2.2,,,reviewed,0,355,us,6000fvjy,",us6000fvjy,",",us,",",dyfi,origin,phase-data,",,0.083,0.68,82.0,mb,earthquake,"M 4.8 - 26 km NNE of Hualien City, Taiwan"
1.8,"28 km NW of Susitna, Alaska",1634536132568,1634536886461,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021ddcnk5k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021ddcnk5k&format=geojson,,,,,automatic,0,50,ak,021ddcnk5k,",ak021ddcnk5k,",",ak,",",origin,",,,0.28,,ml,earthquake,"M 1.8 - 28 km NW of Susitna, Alaska"
0.93,"9km ESE of Ocotillo Wells, CA",1634536077030,1634585406888,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836391,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836391&format=geojson,,,,,reviewed,0,13,ci,39836391,",ci39836391,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.1178,0.18,68.0,ml,earthquake,"M 0.9 - 9km ESE of Ocotillo Wells, CA"
1.19,"4km NNW of Pinnacles, CA",1634535877120,1634799851893,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73640980,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73640980&format=geojson,,,,,reviewed,0,22,nc,73640980,",nc73640980,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.02573,0.1,126.0,md,earthquake,"M 1.2 - 4km NNW of Pinnacles, CA"
3.15,"4 km SW of P?hala, Hawaii",1634535298350,1634578408509,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72760682,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72760682&format=geojson,5.0,3.4,,,reviewed,0,154,hv,72760682,",hv72760682,us6000fvjw,",",hv,us,",",dyfi,origin,phase-data,",54.0,,0.11,90.0,ml,earthquake,"M 3.2 - 4 km SW of P?hala, Hawaii"
1.83,"2 km NNW of Quinton, Oklahoma",1634535179609,1635378806449,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2021ukgw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2021ukgw&format=geojson,,,,,reviewed,0,52,ok,2021ukgw,",ok2021ukgw,",",ok,",",origin,phase-data,",64.0,0.09718092979,0.21,71.0,ml,earthquake,"M 1.8 - 2 km NNW of Quinton, Oklahoma"
1.22,"4km NNW of Fontana, CA",1634534957980,1634584257855,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836383,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836383&format=geojson,,,,,reviewed,0,23,ci,39836383,",ci39836383,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",34.0,0.04088,0.16,62.0,ml,earthquake,"M 1.2 - 4km NNW of Fontana, CA"
0.31,"5km NW of The Geysers, CA",1634534245600,1634797579080,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73640975,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73640975&format=geojson,,,,,reviewed,0,1,nc,73640975,",nc73640975,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.002283,0.02,67.0,md,earthquake,"M 0.3 - 5km NW of The Geysers, CA"
1.0,"22km ESE of Little Lake, CA",1634534182670,1634583496555,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836375,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836375&format=geojson,,,,,reviewed,0,15,ci,39836375,",ci39836375,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.07843,0.13,83.0,ml,earthquake,"M 1.0 - 22km ESE of Little Lake, CA"
1.05,"12km ESE of Olancha, CA",1634533416830,1634579790818,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836367,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836367&format=geojson,,,,,reviewed,0,17,ci,39836367,",ci39836367,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.1133,0.09,142.0,ml,earthquake,"M 1.1 - 12km ESE of Olancha, CA"
1.6,"34 km SE of Mina, Nevada",1634532923123,1634583572512,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00826036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00826036&format=geojson,,,,,reviewed,0,39,nn,00826036,",nn00826036,",",nn,",",origin,phase-data,",16.0,0.023,0.1042,93.82,ml,earthquake,"M 1.6 - 34 km SE of Mina, Nevada"
1.4,"11km ESE of Olancha, CA",1634532688460,1634562994001,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836359,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836359&format=geojson,,,,,reviewed,0,30,ci,39836359,",ci39836359,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.1193,0.15,115.0,ml,earthquake,"M 1.4 - 11km ESE of Olancha, CA"
0.87,"6km NW of The Geysers, CA",1634532494170,1634535910578,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73640965,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73640965&format=geojson,,,,,automatic,0,12,nc,73640965,",nc73640965,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.01076,0.04,51.0,md,earthquake,"M 0.9 - 6km NW of The Geysers, CA"
0.36,"7 km NNE of Government Camp, Oregon",1634531970540,1634668072620,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781942,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781942&format=geojson,,,,,reviewed,0,2,uw,61781942,",uw61781942,",",uw,",",origin,phase-data,",8.0,0.007655,0.07,98.0,ml,earthquake,"M 0.4 - 7 km NNE of Government Camp, Oregon"
4.4,"39 km SSE of Khovu-Aksy, Russia",1634531851471,1635206175040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000fwqc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000fwqc&format=geojson,,,,,reviewed,0,298,us,6000fwqc,",us6000fwqc,",",us,",",origin,phase-data,",,6.118,1.31,87.0,mb,earthquake,"M 4.4 - 39 km SSE of Khovu-Aksy, Russia"
1.23,"10km NNE of Coso Junction, CA",1634531827220,1634577069476,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836343&format=geojson,,,,,reviewed,0,23,ci,39836343,",ci39836343,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.1151,0.09,255.0,ml,earthquake,"M 1.2 - 10km NNE of Coso Junction, CA"
1.09,"7 km NNE of Government Camp, Oregon",1634531666620,1634532054140,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781937,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781937&format=geojson,,,,,reviewed,0,18,uw,61781937,",uw61781937,",",uw,",",origin,phase-data,",9.0,0.007376,0.08,76.0,ml,earthquake,"M 1.1 - 7 km NNE of Government Camp, Oregon"
2.36,"7 km ENE of P?hala, Hawaii",1634531349370,1634531680120,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72760627,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72760627&format=geojson,,,,,automatic,0,86,hv,72760627,",hv72760627,",",hv,",",origin,phase-data,",48.0,,0.119999997,142.0,ml,earthquake,"M 2.4 - 7 km ENE of P?hala, Hawaii"
2.6,"41 km W of Mentone, Texas",1634530481489,1635205150040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2021ukei,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2021ukei&format=geojson,,,,,reviewed,0,104,tx,2021ukei,",us6000fvjl,tx2021ukei,",",us,tx,",",origin,phase-data,",29.0,0.02452173171,0.2,58.0,ml,earthquake,"M 2.6 - 41 km W of Mentone, Texas"
2.55,"8 km SSE of Maria Antonia, Puerto Rico",1634530308490,1634531908466,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021291002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021291002&format=geojson,,,,,reviewed,0,100,pr,2021291002,",pr2021291002,",",pr,",",origin,phase-data,",10.0,0.2011,0.13,229.0,md,earthquake,"M 2.6 - 8 km SSE of Maria Antonia, Puerto Rico"
2.23,"2 km S of P?hala, Hawaii",1634530088060,1634530418130,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72760607,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72760607&format=geojson,,,,,automatic,0,77,hv,72760607,",hv72760607,",",hv,",",origin,phase-data,",45.0,,0.119999997,145.0,ml,earthquake,"M 2.2 - 2 km S of P?hala, Hawaii"
2.29,"13km W of Salton City, CA",1634529524200,1634583215170,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836335,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836335&format=geojson,3.0,2.2,,,reviewed,0,81,ci,39836335,",ci39836335,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",90.0,0.08949,0.2,30.0,ml,earthquake,"M 2.3 - 13km W of Salton City, CA"
0.84,"6km NW of The Geysers, CA",1634529237040,1634532611579,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73640955,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73640955&format=geojson,,,,,automatic,0,11,nc,73640955,",nc73640955,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.008861,0.03,52.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
0.41,"8 km NNE of Government Camp, Oregon",1634528886540,1634529352110,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781932,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781932&format=geojson,,,,,reviewed,0,3,uw,61781932,",uw61781932,",",uw,",",origin,phase-data,",9.0,0.01018,0.08,72.0,ml,earthquake,"M 0.4 - 8 km NNE of Government Camp, Oregon"
0.13,"8 km NNE of Government Camp, Oregon",1634528589850,1634531757800,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781927,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781927&format=geojson,,,,,reviewed,0,0,uw,61781927,",uw61781927,",",uw,",",origin,phase-data,",3.0,0.0303,0.02,185.0,md,earthquake,"M 0.1 - 8 km NNE of Government Camp, Oregon"
1.5,"26 km WSW of Susitna, Alaska",1634528548248,1634529263232,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021ddbfcrs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021ddbfcrs&format=geojson,,,,,automatic,0,35,ak,021ddbfcrs,",ak021ddbfcrs,",",ak,",",origin,",,,0.86,,ml,earthquake,"M 1.5 - 26 km WSW of Susitna, Alaska"
0.28,"24 km NE of Ashford, Washington",1634528506400,1634530241870,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781922,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781922&format=geojson,,,,,reviewed,0,1,uw,61781922,",uw61781922,",",uw,",",origin,phase-data,",9.0,0.02066,0.15,159.0,ml,earthquake,"M 0.3 - 24 km NE of Ashford, Washington"
2.12,"0 km NNW of Magas Arriba, Puerto Rico",1634527757290,1634530375394,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021291001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021291001&format=geojson,,,,,reviewed,0,69,pr,2021291001,",pr2021291001,",",pr,",",origin,phase-data,",13.0,0.1654,0.14,176.0,md,earthquake,"M 2.1 - 0 km NNW of Magas Arriba, Puerto Rico"
0.13,"7 km NNE of Government Camp, Oregon",1634527319830,1634529614270,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781917,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781917&format=geojson,,,,,reviewed,0,0,uw,61781917,",uw61781917,",",uw,",",origin,phase-data,",5.0,0.03303,0.07,124.0,md,earthquake,"M 0.1 - 7 km NNE of Government Camp, Oregon"
0.47,"20km W of Searles Valley, CA",1634526825110,1634581676730,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836311,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836311&format=geojson,,,,,reviewed,0,3,ci,39836311,",ci39836311,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.02794,0.12,100.0,ml,earthquake,"M 0.5 - 20km W of Searles Valley, CA"
0.61,"3km SE of The Geysers, CA",1634526743890,1634529670262,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73640940,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73640940&format=geojson,,,,,automatic,0,6,nc,73640940,",nc73640940,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.003344,0.02,108.0,md,earthquake,"M 0.6 - 3km SE of The Geysers, CA"
1.96000004,"5 km E of P?hala, Hawaii",1634526699950,1634526879750,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72760557,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72760557&format=geojson,,,,,automatic,0,59,hv,72760557,",hv72760557,",",hv,",",origin,phase-data,",41.0,,0.119999997,140.0,md,earthquake,"M 2.0 - 5 km E of P?hala, Hawaii"
0.82,"7 km NNE of Government Camp, Oregon",1634526569770,1634529080890,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781912,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781912&format=geojson,,,,,reviewed,0,10,uw,61781912,",uw61781912,",",uw,",",origin,phase-data,",8.0,0.003762,0.09,97.0,ml,earthquake,"M 0.8 - 7 km NNE of Government Camp, Oregon"
0.66,"8 km NNE of Government Camp, Oregon",1634526280940,1634526891350,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781902,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781902&format=geojson,,,,,reviewed,0,7,uw,61781902,",uw61781902,",",uw,",",origin,phase-data,",9.0,0.01011,0.1,74.0,ml,earthquake,"M 0.7 - 8 km NNE of Government Camp, Oregon"
0.81,"14km SE of Anza, CA",1634526227570,1634563027917,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836303&format=geojson,,,,,reviewed,0,10,ci,39836303,",ci39836303,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.04119,0.13,45.0,ml,earthquake,"M 0.8 - 14km SE of Anza, CA"
0.12,"8 km NNE of Government Camp, Oregon",1634526200540,1634528875910,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781907,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781907&format=geojson,,,,,reviewed,0,0,uw,61781907,",uw61781907,",",uw,",",origin,phase-data,",8.0,0.01162,0.07,109.0,ml,earthquake,"M 0.1 - 8 km NNE of Government Camp, Oregon"
0.13,"7 km NE of Government Camp, Oregon",1634525875230,1634528293470,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781897,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781897&format=geojson,,,,,reviewed,0,0,uw,61781897,",uw61781897,",",uw,",",origin,phase-data,",5.0,0.006312,0.02,221.0,md,earthquake,"M 0.1 - 7 km NE of Government Camp, Oregon"
1.83000004,"5 km S of P?hala, Hawaii",1634525757680,1634525940860,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72760542,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72760542&format=geojson,,,,,automatic,0,52,hv,72760542,",hv72760542,",",hv,",",origin,phase-data,",33.0,,0.119999997,149.0,md,earthquake,"M 1.8 - 5 km S of P?hala, Hawaii"
0.8,"7 km NNE of Government Camp, Oregon",1634525715900,1634527614700,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61501853,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61501853&format=geojson,,,,,reviewed,0,10,uw,61501853,",uw61501853,",",uw,",",origin,phase-data,",7.0,0.02949,0.09,102.0,ml,earthquake,"M 0.8 - 7 km NNE of Government Camp, Oregon"
0.47,"8 km NNE of Government Camp, Oregon",1634525711600,1634527378620,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781892,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781892&format=geojson,,,,,reviewed,0,3,uw,61781892,",uw61781892,",",uw,",",origin,phase-data,",6.0,0.03119,0.09,97.0,ml,earthquake,"M 0.5 - 8 km NNE of Government Camp, Oregon"
4.0,"44 km W of Iquique, Chile",1634525489828,1635204680790,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000fvja,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000fvja&format=geojson,4.0,2.5,,,reviewed,0,247,us,6000fvja,",us6000fvja,",",us,",",dyfi,moment-tensor,origin,phase-data,",,0.527,0.69,161.0,mwr,earthquake,"M 4.0 - 44 km W of Iquique, Chile"
0.11,"8 km NNE of Government Camp, Oregon",1634525422750,1634526660240,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781887&format=geojson,,,,,reviewed,0,0,uw,61781887,",uw61781887,",",uw,",",origin,phase-data,",6.0,0.02795,0.08,99.0,md,earthquake,"M 0.1 - 8 km NNE of Government Camp, Oregon"
0.9,"8 km NNE of Government Camp, Oregon",1634525333080,1634526282590,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781882,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781882&format=geojson,,,,,reviewed,0,12,uw,61781882,",uw61781882,",",uw,",",origin,phase-data,",9.0,0.009721,0.08,72.0,ml,earthquake,"M 0.9 - 8 km NNE of Government Camp, Oregon"
3.55,"72 km N of Tierras Nuevas Poniente, Puerto Rico",1634525322310,1634614112040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2021291000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2021291000&format=geojson,,,,,reviewed,0,194,pr,2021291000,",us6000fvj9,pr2021291000,",",us,pr,",",origin,phase-data,",25.0,0.6375,0.22,231.0,md,earthquake,"M 3.6 - 72 km N of Tierras Nuevas Poniente, Puerto Rico"
1.75,"8 km NNE of Government Camp, Oregon",1634525282270,1634526086690,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781877,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781877&format=geojson,,,,,reviewed,0,47,uw,61781877,",uw61781877,",",uw,",",origin,phase-data,",13.0,0.009465,0.08,56.0,ml,earthquake,"M 1.8 - 8 km NNE of Government Camp, Oregon"
1.13,"9 km ESE of Ovando, Montana",1634524938020,1634666051610,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80527324,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80527324&format=geojson,,,,,reviewed,0,20,mb,80527324,",mb80527324,",",mb,",",origin,phase-data,",21.0,0.091,0.22,85.0,ml,earthquake,"M 1.1 - 9 km ESE of Ovando, Montana"
2.49,"8 km NNE of Government Camp, Oregon",1634524920460,1634613910040,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61781872,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61781872&format=geojson,1.0,1.0,,,reviewed,0,95,uw,61781872,",uw61781872,us6000fvj8,",",uw,us,",",dyfi,origin,phase-data,",23.0,0.007639,0.11,51.0,ml,earthquake,"M 2.5 - 8 km NNE of Government Camp, Oregon"
2.01999998,"4 km SW of P?hala, Hawaii",1634523708070,1634523891120,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72760512,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72760512&format=geojson,,,,,automatic,0,63,hv,72760512,",hv72760512,",",hv,",",origin,phase-data,",38.0,,0.140000001,88.0,md,earthquake,"M 2.0 - 4 km SW of P?hala, Hawaii"
2.03999996,"Island of Hawaii, Hawaii",1634522766670,1634522952120,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72760502,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72760502&format=geojson,,,,,automatic,0,64,hv,72760502,",hv72760502,",",hv,",",origin,phase-data,",40.0,,0.0900000036,144.0,md,earthquake,"M 2.0 - Island of Hawaii, Hawaii"
0.58,"13km SE of Anza, CA",1634522613260,1634563202802,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39836295,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39836295&format=geojson,,,,,reviewed,0,5,ci,39836295,",ci39836295,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.03273,0.12,44.0,ml,earthquake,"M 0.6 - 13km SE of Anza, CA"
2.3900001,"5 km SSW of P?hala, Hawaii",1634522532950,1634522739010,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72760497,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72760497&format=geojson,,,,,automatic,0,88,hv,72760497,",hv72760497,",",hv,",",origin,phase-data,",47.0,,0.140000001,124.0,md,earthquake,"M 2.4 - 5 km SSW of P?hala, Hawaii"
4.6,"near the east coast of Honshu, Japan",1634522483240,1635203843040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000fvj4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000fvj4&format=geojson,,,,,reviewed,0,326,us,6000fvj4,",us6000fvj4,",",us,",",origin,phase-data,",,2.537,0.8,130.0,mb,earthquake,"M 4.6 - near the east coast of Honshu, Japan"
